Name,SMILES
ab_enamine160,C[C@@H]1C[C@@H](O[C@H]1C(=O)O)C(=O)Nc1ccccc1NS(=O)(=O)C
ab_enamine161,Cc1c(F)cc(cc1S(=O)(=O)NCC1(CC(=O)N)CC1)C(=O)O
ab_enamine162,Cc1cc(NS(=O)(=O)c2cc(F)cc(c2)C(=O)O)nn1C
ab_enamine163,Cc1nc(cn1C)S(=O)(=O)NC(CC(=O)c1cccs1)C(=O)O
ab_enamine164,Cl.NCC1CCCC1NS(=O)(=O)c1cnn(c1)C1CCOCC1
ab_enamine165,OC(=O)Cc1cccc(NS(=O)(=O)c2cn3CCCCc3n2)c1
ab_enamine166,COCc1cccc(c1)S(=O)(=O)NCC1(CCOCC1)C(=O)O
ab_enamine167,Cc1ccc(C)c(c1)S(=O)(=O)NC(CCC(=O)N)C(=O)O
ab_enamine168,OC(=O)CC1(CCOCC1)NS(=O)(=O)c1ccc(F)c(F)c1
ab_enamine169,Cc1ccc(cc1C)S(=O)(=O)NC(=O)[C@@H]1CC[C@@H](O1)C(=O)O
ab_enamine170,CCn1cc(nc1C)S(=O)(=O)Nc1ccc(C(=O)O)c(OC)c1
ab_enamine171,COc1ccc(CC(=O)O)cc1S(=O)(=O)Nc1cc2CCCCn2n1
ab_enamine172,C[C@@H]1CNC(=O)C2(CCNCC2)COCC=CCN(C)S(=O)(=O)c2cccc(c2)C(=O)N1.OC(=O)C(F)(F)F
ab_enamine173,CCC(=O)CC(NS(=O)(=O)c1ccc(cc1)C(=O)C)C(=O)O
ab_enamine174,COc1ccc(cc1C(=O)N1CC[C@H](N)[C@@H]1C)S(=O)(=O)N
ab_enamine175,COCC(NS(=O)(=O)c1ccc(C#N)cc1C)C(=O)O
ab_enamine176,COC(C)CS(=O)(=O)Nc1cc(C(=O)O)c(F)c(F)c1F
ab_enamine177,CC(C)[C@H](NC(=O)CN(C)S(=O)(=O)c1cccc(c1)[N+](=O)[O-])C(=O)O
ab_enamine178,Cl.CC(NS(=O)(=O)C1CCCOC1)C1CCCNC1
ab_enamine179,CCCS(=O)(=O)Nc1cccc(NC(=O)C2CC2C(=O)O)c1
ab_enamine180,CNS(=O)(=O)c1cccc(NC(=O)C(C)(OC)C(=O)O)c1C
ab_enamine181,Cl.NS(=O)(=O)c1ccc(cc1)C(=O)NCCCNC1CC1
ab_enamine182,CC(=O)Nc1ncc(s1)S(=O)(=O)Nc1ccc(cc1)C(=O)O
ab_enamine183,CCC(=O)c1cccc(c1)S(=O)(=O)NC(C(=O)O)c1ccnn1C
ab_enamine184,CCN1CCNC(=O)C2(CCNC2)CC=CCN(C)S(=O)(=O)c2cccc(c2)C1=O
ab_enamine185,CC1(CCOCC1)NS(=O)(=O)Cc1cccc(c1)C(=O)O
ab_enamine186,CCn1cc(NS(=O)(=O)c2cc(C(=O)O)c(F)cc2F)cn1
ab_enamine187,CC(N)CCC(=O)NC(C)c1ccccc1NS(=O)(=O)C
ab_enamine188,Cl.CNS(=O)(=O)N1CCN(CC1)C(=O)CN1CCCC1
ab_enamine189,Cc1cc(sc1C(=O)O)S(=O)(=O)Nc1c(C)noc1C
ab_enamine190,CC(=O)Nc1ccc(c(F)c1)S(=O)(=O)N[C@@H]1CC[C@@H](C1)C(=O)O
ab_enamine191,Cc1ccc(cc1C(=O)O)S(=O)(=O)Nc1ccc(O)c(NC(=O)CO)c1
ab_enamine192,CCNS(=O)(=O)C1CCN(C1)C(=O)c1cc(C)c(OCC(=O)O)c(C)c1
ab_enamine193,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
ab_enamine194,OC(=O)c1cc(O)c(Cl)c(NS(=O)(=O)N2CCCC2)c1
ab_enamine195,CCOc1ccc(cc1)S(=O)(=O)NC(C(=O)O)c1cnn(C)c1
ab_enamine196,OC(=O)Cc1ccccc1CNS(=O)(=O)CC1CCOCC1
ab_enamine197,CN(C1CCNC1)C(=O)c1cc(c(C)s1)S(=O)(=O)N
ab_enamine198,C[C@H](NS(=O)(=O)c1ccc(OCC2CCOC2)c(F)c1)C(=O)O
ab_enamine199,CS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1C(F)F
ab_enamine200,CC(C)n1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)cc2)n1
ab_enamine201,Cc1nc(cn1C)S(=O)(=O)Nc1ccc(C(=O)O)c(Cl)c1
ab_enamine202,OC(=O)c1cc(O)cc(NS(=O)(=O)c2ccnn2C2CCC2)c1
ab_enamine203,OC(=O)[C@@H]1CCC[C@@H]1NC(=O)CCNS(=O)(=O)c1ccccc1
ab_enamine204,Cc1cccc(C(=O)N)c1NS(=O)(=O)c1csc(c1)C(=O)O
ab_enamine205,Cc1c(cnn1C)S(=O)(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
